"점수","긴급도","회사","회사코드","헤드라인","부제(N1)","방향(GOOD/BAD/MIXED)","출고리스크","가치방향","산업트렌드대비","스토리각도","추가확인필요","IR질문후보","교차검증","보도여부","보도수","단서유형","severity","정보격차","사실매칭","비교페어_과거","비교페어_최신","비교id","단서id","출처경로","단서생성일","N1검증일"
"","THIS_WEEK","주식회사 소마젠","01442115","소마젠, 사업보고서서 경영진·최대주주 변동 내역 삭제 '의혹'","","BAD","LOW","RISK_WARNING","ALIGNED","소마젠이 최근 사업보고서에서 경영진 및 최대주주 변동 내역을 삭제한 사실이 확인되었습니다. 이는 기업의 투명성과 지배구조에 대한 의문을 제기하며, 투자자들의 불안감을 증폭시킬 수 있습니다.","해당 정보가 사업보고서에서 삭제된 구체적인 사유 및 삭제 시점, 그리고 현재 경영진 및 최대주주 현황에 대한 소마젠 IR팀의 공식 입장을 확인해야 합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9792","3883","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 21:21:05","2026-06-08 19:53:21"
"","THIS_WEEK","주식회사 그린리소스","01370863","그린리소스, 특정 고객사 의존도 50% 돌파 '위험 신호'","","BAD","LOW","RISK_WARNING","ALIGNED","그린리소스의 특정 고객사 H에 대한 매출 의존도가 50%를 넘어섰습니다. 이는 향후 계약 지속성 및 리스크 관리에 대한 우려를 증폭시키며, 회사의 안정적인 성장에 제동이 걸릴 수 있음을 시사합니다.","고객사 H와의 현재 계약 관계 및 향후 계약 갱신 가능성에 대한 구체적인 정보","","CONFIRMED","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9740","3861","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260514 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 21:21:05","2026-06-08 19:53:21"
"","THIS_MONTH","탑머티리얼","01360875","탑머티리얼, 미국 법인 설립…북미 시장 공략 본격화","","GOOD","LOW","POSITIVE_GROWTH","ALIGNED","탑머티리얼이 미국 현지 법인을 설립하며 북미 시장 공략을 본격화합니다. 이는 향후 북미 시장 수주 확대와 직접적으로 연결되는 핵심 전략으로, 회사의 성장 잠재력을 보여주는 중요한 지표입니다.","미국 법인의 구체적인 설립 시점 및 초기 투자 규모, 현지 채용 계획 등 상세 정보 확인 필요","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9730","3855","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260316 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 21:21:05","2026-06-08 19:53:21"
"","THIS_WEEK","이지스","01211889","이지스, 특정 고객 매출 비중 32% '쏠림' 심화","","BAD","LOW","RISK_WARNING","ALIGNED","이지스가 특정 고객사에 대한 매출 의존도가 급증하며 향후 실적 안정성에 대한 우려가 제기됩니다. 이는 회사의 성장 전략과 재무 건전성에 대한 면밀한 검토를 요구합니다.","고객 1, 2, 3이 구체적으로 어떤 기업인지, 이들 고객과의 관계 변화(신규 계약, 계약 규모 확대 등)에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9008","3810","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260320 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","샘씨엔에스","01199727","샘씨엔에스, AI 훈풍 타고 역대급 호황 전망","","GOOD","LOW","POSITIVE_GROWTH","ALIGNED","샘씨엔에스가 AI 산업 성장과 HBM 시장 확대에 힘입어 2025-2026년 역대 최대 호황기를 맞이할 것으로 전망된다. 이는 반도체 업황 침체기였던 과거와 달리 고사양 세라믹 기판 수요 증가로 이어져 실적 턴어라운드를 견인할 것으로 기대된다.","AI 및 HBM 시장 성장 전망의 구체적인 근거가 되는 IDC Semiconductor Market Outlook, TrendForce 등의 자료를 직접 확인하여 수치 및 전망의 신뢰성을 검증할 필요가 있습니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","STRONG","2025_annual","2026_q1","8990","3803","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260316 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","비츠로넥스텍","01194607","비츠로넥스텍, 27건 신규 특허 확보…우주·원자력 사업 날개 단다","","GOOD","LOW","TRANSFORMATION","ALIGNED","비츠로넥스텍이 확보한 27건의 신규 특허는 단순한 기술력 과시를 넘어 미래 성장 동력 확보에 대한 구체적인 증거다. 특히 우주 발사체 엔진, KSTAR 핵융합 발전 등 국가 핵심 사업과의 연관성은 향후 사업 확장 가능성을 시사한다.","27건의 특허가 구체적으로 어떤 기술 분야에 집중되어 있는지, 그리고 각 특허가 현재 진행 중이거나 향후 계획 중인 사업과 어느 정도 연관성이 있는지 추가적인 확인이 필요하다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","STRONG","2025_annual","2026_q1","8985","3800","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260324 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_MONTH","스튜디오드래곤(주)","01168684","스튜디오드래곤, CJ ENM 의존도 낮추고 해외 판로 확대","","MIXED","LOW","TRANSFORMATION","ALIGNED","스튜디오드래곤이 최대 매출처인 CJ ENM 의존도를 낮추고 글로벌 OTT 및 다양한 플랫폼으로 공급 채널을 확대하며 사업 구조 재편에 나선다. 이는 장기적으로 기업 가치 재평가(Re-rating)의 기반을 마련할 것으로 기대된다.","과거 사업보고서에서 CJ ENM 매출 비중 수치 확인, 최신 1분기 보고서에서 해당 수치(25.XX%)의 정확성 재확인.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8966","3791","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","팸텍주식회사","01146220","팸텍, R&D 투자 2배↑…AI·모빌리티 신사업 '올인'","","GOOD","LOW","TRANSFORMATION","ALIGNED","팸텍이 신규 장비 개발을 위해 연구개발비를 두 배 이상 늘리며 미래 성장 동력 확보에 나섰습니다. AI 반도체 및 모빌리티 자동화 시장을 겨냥한 이번 전략 변화가 회사의 중장기 실적 개선으로 이어질지 주목됩니다.","연구개발비 증가의 구체적인 금액 및 이전 분기 대비 증가율, 신규 제품 출시 예정 시점 및 예상 매출 규모","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8951","3786","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","피엔티엠에스","01144569","피엔티엠에스, 2차전지 매출 '제로'…편광필름 설비로 '턴어라운드'?","","BAD","LOW","TRANSFORMATION","CONTRARIAN","피엔티엠에스가 2차전지 사업 부진으로 매출 공백을 겪고 있는 가운데, 편광필름 연신 설비에 매출이 집중되며 사업 구조 변화를 맞고 있습니다. 이는 단기 실적 변동성 확대와 수익성 저하 우려를 낳는 동시에, 특정 고객사 의존도 심화라는 중장기적 리스크 요인으로 작용할 수 있습니다.","편광필름 연신 설비의 주요 고객사가 누구인지, 해당 고객사와의 계약 관계는 안정적인지 확인이 필요합니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8949","3784","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260513 / filing_date_prior:20260316 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","뱅크웨어글로벌(주)","01138595","뱅크웨어글로벌, 특허 2건 추가 확보…금융 플랫폼 기술 강화","","GOOD","LOW","POSITIVE_GROWTH","ALIGNED","뱅크웨어글로벌이 최근 2건의 신규 특허를 확보하며 금융 플랫폼 소프트웨어 기술 경쟁력을 강화했습니다. 이는 회사의 차세대 금융 플랫폼 시장에서의 기술적 우위를 공고히 하는 데 기여할 것으로 보입니다.","특허 등록 건수 증가 외에, 이번에 확보한 신규 특허 2건의 구체적인 내용과 적용 계획에 대한 추가 정보가 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","STRONG","2025_annual","2026_q1","8943","3782","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260320 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","주식회사 화승엔터프라이즈","01128613","화승엔터프라이즈, 1분기 영업이익 적자 전환 '경고등'","","BAD","LOW","RISK_WARNING","ALIGNED","연간 흑자 기조를 유지하던 화승엔터프라이즈가 1분기 만에 적자로 돌아섰습니다. 이는 아디다스향 단일 매출 구조의 한계와 원재료 구매 방식의 구조적 문제점을 시사하며, 향후 수익성 회복에 대한 우려를 낳고 있습니다.","영업이익 적자 전환의 구체적인 규모와 주요 원인(예: 원가 상승, 판매량 감소, 환율 변동 등)에 대한 추가적인 정량적 데이터 확인이 필요합니다. 또한, 아디다스와의 계약 조건 및 향후 수익성 개선을 위한 회사의 구체적인 대응 전략에 대한 IR 담당자 인터뷰가 필수적입니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8931","3775","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260514 / filing_date_prior:20260312 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","본느","01098792","본느 자회사 적자 전환, 실적 악화 우려","","BAD","LOW","RISK_WARNING","CONTRARIAN","본느의 핵심 사업인 ODM 외 자회사들의 실적 부진이 심화되고 있습니다. 이는 연결 재무제표에 부담을 주며 본업의 수익성까지 위협할 수 있다는 점에서 주목해야 합니다.","큐브릭코퍼레이션 및 아토세이프의 구체적인 실적 감소 규모 및 적자 전환/확대 원인, 본느 본사의 ODM 사업 수익성 현황","","NEED_MORE","exclusive","","risk_alert","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8906","3763","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","(주)라파스","01058101","라파스, 중국서 골다공증·알츠하이머 패치제 특허 확보","","GOOD","LOW","TRANSFORMATION","ALIGNED","라파스가 중국에서 골다공증 및 알츠하이머 치료 패치제 관련 신규 특허를 확보하며 기술적 진입장벽을 강화했습니다. 이는 회사의 경피약물전달체계 플랫폼 기술의 글로벌 경쟁력을 입증하는 사례로, 향후 기술 이전 및 라이선스 아웃 협상에 긍정적인 영향을 미칠 것으로 기대됩니다.","중국 특허(ZL202180022017.X)의 구체적인 권리 범위 및 등록일 확인, 향후 파이프라인별 임상 개발 진행 상황 및 파트너십 현황 추가 확인.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","STRONG","2025_annual","2026_q1","8869","3750","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260320 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","HC보광산업","00568461","HC보광산업, 순차입금 급증…유동성 위기 경고음","","BAD","LOW","RISK_WARNING","ALIGNED","HC보광산업의 재무 건전성이 급격히 악화되고 있습니다. 순차입금 비율 상승과 현금성 자산 감소는 단기 유동성 위기 가능성을 시사하며, 투자자와 채권자에게 중요한 위험 신호입니다.","순차입금 비율 급증 및 현금성 자산 감소의 구체적인 수치와 원인에 대한 추가 확인이 필요합니다. 또한, 회사의 향후 자금 조달 계획이나 비상 계획에 대한 IR 담당자의 입장을 들어봐야 합니다.","","NEED_MORE","exclusive","","risk_alert","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9379","3653","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 02:31:10","2026-06-08 19:53:21"
"","THIS_WEEK","SK디앤디(주)","00508344","SK디앤디, 수주잔고 6배 급증…재무 건전성↑","","GOOD","LOW","TRANSFORMATION","ALIGNED","SK디앤디가 분기 만에 수주잔고를 6배 이상 늘리며 재무 건전성 개선 신호를 보였습니다. 이는 부동산 개발 및 운영 사업의 안정화와 수익성 개선에 대한 기대로 이어질 수 있습니다.","부동산 개발/운영 사업 부문의 영업손실이 지속되고 있는데, 수주잔고 증대가 실제 수익성 개선으로 이어질 구체적인 계획이나 전망에 대한 추가 확인이 필요합니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9293","3632","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260514 / filing_date_prior:20260317 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 02:31:10","2026-06-08 19:53:21"
"","THIS_WEEK","진양화학","00347734","진양화학, 특정 고객사 의존도 89% 돌파 '위험 신호'","","BAD","LOW","RISK_WARNING","ALIGNED","진양화학의 매출이 특정 고객사에 89% 이상 집중되면서 수익 구조의 불안정성이 심화되고 있습니다. 이는 해당 고객사의 경영 환경 변화에 따라 진양화학의 실적이 크게 흔들릴 수 있다는 점을 시사합니다.","해당 고객사가 구체적으로 어떤 기업인지, 그리고 진양화학과의 계약 관계는 어떠한지에 대한 추가 확인이 필요합니다.","","CONFIRMED","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8721","3566","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260303 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 02:31:09","2026-06-08 19:53:21"
"","THIS_WEEK","(주)신화다이나믹스","00137809","신화다이나믹스, 수익성 급락 경보…수요 감소·내수 의존 '이중고'","","BAD","LOW","RISK_WARNING","ALIGNED","주석도금강판 시장의 구조적 수요 감소와 낮은 수익성으로 인해 신화다이나믹스의 실적 악화가 예상됩니다. 향후 성장 동력 확보 여부가 주목됩니다.","주석도금강판 사업부의 구체적인 수익성 지표(영업이익률 등) 및 향후 수익성 개선을 위한 구체적인 전략 및 투자 계획","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8208","3431","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 02:31:09","2026-06-08 19:53:21"
"","THIS_WEEK","(주)메카로","00652007","메카로, 신규 특허 확보로 태양광 사업 날개 단다","","GOOD","LOW","TRANSFORMATION","ALIGNED","메카로가 확보한 신규 특허는 기존 반도체 부품 사업의 기술적 우위를 강화하는 동시에, 자회사 메카로에너지의 태양광 사업 경쟁력을 높여 미래 성장 동력을 확보하겠다는 전략을 보여줍니다. 이는 회사의 사업 포트폴리오 다각화와 장기적인 성장 가능성을 시사합니다.","태양광 관련 특허의 구체적인 기술 내용 및 상용화 계획, 해외 특허 등록에 따른 메카로에너지의 일본 시장 진출 전략 및 예상 성과","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","7735","3394","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260513 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 02:31:09","2026-06-08 19:53:21"
"","THIS_WEEK","(주)씨에스","00303703","(주)씨에스, R&D 비용 전액 비용 처리 '수익성 급락' 경고","","BAD","LOW","NEGATIVE_DECLINE","NEUTRAL","(주)씨에스가 연구개발비를 전액 비용으로 처리하는 회계 정책 변경을 단행했습니다. 이는 단기적으로 수익성 급락을 야기할 수 있으며, 투자자들의 주의가 요구됩니다.","연구개발비 회계처리 변경으로 인한 구체적인 단기 순이익 감소 예상치 확인","","CONFIRMED","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","2058","2769","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260319 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-05 22:59:12","2026-06-08 19:53:21"
"","THIS_WEEK","(주)에프에스티","00223434","에프에스티, 웨이퍼 온도센서로 신사업 본격화","","GOOD","MEDIUM","TRANSFORMATION","ALIGNED","에프에스티가 기존 펠리클 사업 외 웨이퍼형 온도센서 사업을 본격화하며 포트폴리오 다변화를 꾀하고 있습니다. 이는 회사의 수익성 개선 및 체질 개선으로 이어질지 주목됩니다.","웨이퍼형 온도센서의 구체적인 양산 계획, 예상 매출 규모, 주요 고객사, 기술 경쟁력 및 차별점, 기존 사업과의 시너지 효과.","","NEED_MORE","exclusive","","strategy_change","5","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","1590","4085","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_WEEK","다보링크","01416642","다보링크, 신성장 동력 '친환경 사업' 전격 철수?","","BAD","MEDIUM","RISK_WARNING","CONTRARIAN","다보링크가 미래 신성장 동력으로 추진했던 친환경 생분해 사업 부문을 사업보고서에서 삭제했습니다. 이는 사업 철수를 의미하는지, 아니면 단순한 공시 전략 변경인지 명확한 확인이 필요합니다. 만약 철수가 맞다면, 회사의 성장 전략 부재와 기존 사업 의존도 심화에 대한 우려가 커질 수 있습니다.","친환경 생분해 사업 부문이 사업보고서에서 삭제된 구체적인 사유 (사업 철수인지, 공시 전략 변경인지 등) 확인","","NEED_MORE","exclusive","","strategy_change","5","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9780","3873","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 21:21:05","2026-06-08 19:53:21"
"","THIS_WEEK","수성웹툰","00243979","수성웹툰, 계속기업 존속능력 '유의적 의문' 제기","","BAD","MEDIUM","","","수성웹툰의 사업보고서에서 계속기업 존속능력에 대한 유의적인 의문이 제기되었습니다. 이는 회사의 재무 건전성에 대한 심각한 경고 신호로, 투자자와 이해관계자들에게 중요한 정보입니다.","계속기업 존속능력에 유의적 의문이 제기된 구체적인 사유 및 재무적 근거, 회사의 향후 계획 및 대응 방안","","NEED_MORE","exclusive","","risk_alert","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","1731","4095","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260319 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_MONTH","(주)에스씨디","00171867","에스씨디, 전기차 부품 시장 진출 박차","","GOOD","MEDIUM","TRANSFORMATION","ALIGNED","에스씨디가 신규 특허 확보를 통해 기존 가전 부품 중심 사업 구조에서 전기차 열관리 모듈 및 신규 가전 부품 분야로 사업 확장을 모색하고 있습니다. 이는 회사의 미래 성장 동력 확보 및 사업 다각화 전략의 일환으로 주목됩니다.","신규 특허의 구체적인 기술 내용 및 적용 분야, 전기차 열관리 모듈 시제품 개발 현황 및 계획, 주요 고객사 확보 여부","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","1262","4064","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260319 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_WEEK","닷밀","01605282","닷밀, '아스트라 코어' 특허 확보로 신사업 본격화","","GOOD","MEDIUM","TRANSFORMATION","ALIGNED","닷밀이 신규 특허와 상표권 확보를 통해 핵심 기술 플랫폼 '아스트라 코어'를 구체화하며 사업 확장에 나섭니다. 이는 B2G/B2B 수주 중심의 사업 구조를 반복적 수익 모델로 전환하려는 전략의 일환으로 분석됩니다.","1. '아스트라 코어' 플랫폼의 구체적인 사업 모델 및 확장 계획에 대한 상세 내용. 2. 확보한 신규 특허의 핵심 기술 내용 및 경쟁사 대비 차별점. 3. 특허 확보가 향후 수주 및 수익성에 미칠 구체적인 기대 효과 (단기, 중기, 장기 영향에 대한 회사 측의 구체적인 전망).","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8147","3922","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-07 09:40:39","2026-06-10 14:25:00"
"","THIS_WEEK","닷밀","01605282","닷밀, 단기 차입금 4배 급증…재무 건전성 '적신호'","","BAD","MEDIUM","RISK_WARNING","CONTRARIAN","닷밀의 단기 차입금이 1년 미만 기준으로 4배 이상 급증하며 재무 건전성에 대한 우려가 커지고 있습니다. 이는 이자 비용 부담 증가와 잠재적 유동성 리스크로 이어질 수 있어 투자자와 업계의 주의가 필요합니다.","단기 차입금 급증의 구체적인 사유 및 규모, 이자율, 상환 계획, 그리고 이로 인한 예상 이자 비용 증가분.","","NEED_MORE","exclusive","","risk_alert","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8147","3921","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-07 09:40:39","2026-06-08 19:53:21"
"","THIS_WEEK","이오플로우","01274310","이오플로우, 비인슐린 펌프 사업 축소…성장 동력 상실 우려","","BAD","MEDIUM","RISK_WARNING","CONTRARIAN","이오플로우가 과거 적극적으로 추진했던 비인슐린 펌프 사업 관련 내용을 사업보고서에서 축소하며 미래 성장 동력에 대한 의문이 제기됩니다. 이는 핵심 사업인 인슐린 펌프에 대한 의존도를 심화시켜 기업 가치 재평가로 이어질 수 있습니다.","비인슐린 펌프 사업 축소의 구체적인 배경 및 공식적인 결정 여부 확인","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9066","3828","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260327 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","(주)피플바이오","01118281","피플바이오, 단기차입금 45배 급증…자금 운용 계획은?","","BAD","MEDIUM","RISK_WARNING","CONTRARIAN","피플바이오의 단기차입금이 전기말 대비 45배 이상 급증하며 재무 건전성에 대한 우려가 커지고 있습니다. 급증 사유와 자금 운용 계획에 대한 명확한 설명이 필요합니다.","단기차입금 급증의 구체적인 사유, 자금의 사용처 및 운용 계획, 이자율 및 상환 계획, 향후 자금 조달 방안에 대한 취재가 필요합니다.","","NEED_MORE","exclusive","","risk_alert","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8928","3772","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260407 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
